student_id,riasec_r_item_1,riasec_r_item_2,riasec_r_item_3,riasec_r_item_4,riasec_r_item_5,riasec_r_item_6,riasec_r_item_7,riasec_r_item_8,riasec_r_item_9,riasec_r_item_10,riasec_r_item_11,riasec_r_item_12,riasec_i_item_1,riasec_i_item_2,riasec_i_item_3,riasec_i_item_4,riasec_i_item_5,riasec_i_item_6,riasec_i_item_7,riasec_i_item_8,riasec_i_item_9,riasec_i_item_10,riasec_i_item_11,riasec_i_item_12,riasec_a_item_1,riasec_a_item_2,riasec_a_item_3,riasec_a_item_4,riasec_a_item_5,riasec_a_item_6,riasec_a_item_7,riasec_a_item_8,riasec_a_item_9,riasec_a_item_10,riasec_a_item_11,riasec_a_item_12,riasec_s_item_1,riasec_s_item_2,riasec_s_item_3,riasec_s_item_4,riasec_s_item_5,riasec_s_item_6,riasec_s_item_7,riasec_s_item_8,riasec_s_item_9,riasec_s_item_10,riasec_s_item_11,riasec_s_item_12,riasec_e_item_1,riasec_e_item_2,riasec_e_item_3,riasec_e_item_4,riasec_e_item_5,riasec_e_item_6,riasec_e_item_7,riasec_e_item_8,riasec_e_item_9,riasec_e_item_10,riasec_e_item_11,riasec_e_item_12,riasec_c_item_1,riasec_c_item_2,riasec_c_item_3,riasec_c_item_4,riasec_c_item_5,riasec_c_item_6,riasec_c_item_7,riasec_c_item_8,riasec_c_item_9,riasec_c_item_10,riasec_c_item_11,riasec_c_item_12,academic_bahasa_indonesia,academic_bahasa_inggris,academic_matematika,academic_informatika,academic_ipa,academic_ips,academic_ppkn,academic_pjok,academic_seni,program_id,program_name
STU_03282,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,,4.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,,100.0,88.5,82.5,74.1,81.2,88.3,,70.0,14.0,Keperawatan
STU_03008,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,71.0,87.9,77.3,87.2,81.5,87.0,85.1,85.7,79.5,35.0,Pendidikan Luar Biasa
STU_01085,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,70.0,70.0,83.3,70.0,,83.3,85.8,70.0,70.0,18.0,Manajemen Perhotelan
STU_02888,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,,5.0,4.0,5.0,2.0,4.0,3.0,4.0,5.0,,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,86.7,70.0,95.2,86.5,97.1,77.8,72.9,78.8,71.3,45.0,Pendidikan Teknik Elektro
STU_04363,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,75.1,85.7,70.0,91.7,78.4,86.4,81.3,74.7,71.3,57.0,Sastra Inggris
STU_00287,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,,1.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,77.7,70.0,81.3,87.4,88.1,70.0,77.4,77.7,74.9,13.0,Informatika
STU_00926,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,,4.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,75.3,78.3,95.2,80.2,79.7,83.0,,70.0,83.6,65.0,Teknik Otomotif
STU_00682,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,71.8,85.6,88.7,93.3,94.0,72.8,73.4,77.7,74.0,31.0,Pendidikan Ilmu Pengetahuan Alam
STU_02398,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,70.0,84.4,77.7,80.8,77.5,70.0,,81.8,98.3,40.0,Pendidikan Seni Drama Tari Dan Musik
STU_03576,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,,3.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,,2.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,79.9,96.4,72.2,74.4,82.1,86.7,78.5,70.0,75.7,6.0,Bahasa Dan Sastra Inggris
STU_04948,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,73.8,88.2,78.7,75.6,72.3,91.3,80.9,71.6,70.0,30.0,
STU_03490,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,3.0,4.0,3.0,3.0,4.0,79.5,74.4,74.5,74.4,76.6,76.8,82.3,74.6,71.4,18.0,Manajemen Perhotelan
STU_00938,3.0,2.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,,4.0,4.0,5.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,70.0,89.4,80.5,77.8,76.8,84.6,94.1,72.9,,30.0,Pendidikan Guru Sekolah Dasar
STU_04973,3.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,73.6,77.2,72.6,91.3,,70.0,73.1,75.4,70.0,68.0,Teknik Sipil Bangunan Gedung
STU_04797,4.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,,4.0,76.5,77.7,86.3,80.5,82.2,73.3,81.8,72.8,75.7,44.0,Pendidikan Teknik Bangunan
STU_01694,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,,3.0,81.8,86.4,70.0,90.0,71.0,87.5,87.8,70.7,73.0,33.0,Pendidikan Keagamaan Islam
STU_04845,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,75.1,93.0,85.0,77.3,95.7,75.6,70.0,70.0,,3.0,Agroteknologi
STU_90029,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,81.0,86.9,72.8,79.9,84.9,78.8,90.3,82.9,84.6,33.0,Pendidikan Keagamaan Islam
STU_02654,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,,4.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,84.1,80.7,75.3,75.5,89.1,87.4,81.9,77.6,71.2,30.0,Pendidikan Guru Sekolah Dasar
STU_02980,4.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,70.0,,78.7,96.2,80.2,77.0,71.4,72.1,72.4,3.0,Agroteknologi
STU_03255,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,70.0,77.2,74.7,78.0,79.8,84.2,80.1,80.6,78.5,6.0,Bahasa Dan Sastra Inggris
STU_00981,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,81.6,76.3,86.8,85.2,97.7,81.3,71.6,73.5,72.6,61.0,Teknik Elektronika
STU_02938,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,80.9,70.9,80.3,88.4,90.6,75.7,70.0,80.3,78.4,13.0,Informatika
STU_02314,3.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,71.8,81.3,71.2,92.0,70.0,88.0,84.2,80.2,78.4,17.0,Manajemen Perdagangan
STU_03270,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,,83.8,75.0,100.0,72.0,70.9,70.5,,77.8,70.0,16.0,Manajemen Pajak
STU_04915,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,75.9,73.6,80.1,93.6,86.2,,,74.2,70.0,62.0,Teknik Geologi
STU_00977,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,82.5,78.4,93.9,91.0,85.8,71.0,70.0,78.9,82.7,68.0,Teknik Sipil Bangunan Gedung
STU_02640,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,70.0,87.8,70.0,84.6,70.0,77.9,93.2,73.4,70.0,22.0,Pendidikan Bahasa Inggris
STU_02572,5.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,84.5,83.4,78.9,89.6,80.8,84.9,70.6,74.4,70.0,3.0,Agroteknologi
STU_03950,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,74.6,92.7,81.2,73.5,86.1,80.6,80.3,70.1,70.0,37.0,Pendidikan Non Formal
STU_03119,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,82.5,71.8,78.1,94.8,85.0,75.6,80.5,76.7,76.3,27.0,Pendidikan Fisika
STU_03738,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,84.3,85.8,78.1,70.6,87.7,90.4,88.1,73.4,77.5,42.0,Pendidikan Sosiologi
STU_02513,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,79.8,84.3,78.4,78.4,75.8,,70.0,70.0,75.6,28.0,Pendidikan Geografi
STU_04077,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,3.0,2.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,,80.3,89.9,73.4,81.0,80.8,70.0,71.3,81.8,87.5,7.0,Desain Komunikasi Visual
STU_01453,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,76.9,78.7,86.8,85.6,71.7,83.5,88.4,72.6,82.2,10.0,Ilmu Administrasi Negara
STU_01391,2.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,80.5,79.0,70.0,80.4,70.0,78.7,89.7,70.0,70.0,19.0,Pariwisata
STU_00263,4.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,87.2,70.0,95.8,79.3,88.1,77.6,77.7,73.7,74.0,61.0,Teknik Elektronika
STU_04527,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,79.5,80.5,70.0,70.0,74.4,73.9,77.7,77.1,85.0,5.0,Animasi
